nameBold,nameThin,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
Dönnhoff Felsenberg Riesling Grosses Gewächs,Weingut Dönnhoff,Weingut Hermann Dönnhoff,2018,13.0,750.0,443.0,Tyskland,Nahe,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dönnhoff-felsenberg-riesling-grosses-gewächs-9514401,https://product-cdn.systembolaget.se/productimages/24451072/24451072,Riesling
Vega Sicilia Valbuena,Vega Sicilia,Bodegas Vega Sicilia,2015,14.5,750.0,1250.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, kryddig smak med tydlig rostad fatkaraktär, inslag av mörka körsbär, kanel, choklad, korinter, tobak, plommon, kaffe och vanilj.",0.0%,0.0%,83.33333333333334%,83.33333333333334%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/vega-sicilia-valbuena-9516101,https://product-cdn.systembolaget.se/productimages/24454571/24454571,Tinto fino---Merlot
Aalto,Aalto,Bodega Aalto,2018,15.0,1500.0,969.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/aalto-9528506,https://product-cdn.systembolaget.se/productimages/24523115/24523115,Tempranillo
Lill-Harald,,Vingården i Klagshamn,2019,14.0,750.0,280.0,Sverige,Skåne län,Malmö stad,Vitt vin,Fylligt & Smakrikt,Serveras vid 8-10°C till rätter av fisk eller ljust kött.,"Fruktig, nyanserad, mycket frisk smak med fatkaraktär, inslag av gula plommon, äpplen, nötter, kryddor, smör och citrus.",0.0%,8.333333333333332%,83.33333333333334%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/lill-harald-3536801,https://product-cdn.systembolaget.se/productimages/24526467/24526467,Solaris
Albamar,69 Arrobas,Bodegas Albamar,2018,13.0,750.0,349.0,Spanien,Galicien,Rías Baixas,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/albamar-9301201,,Albariño
RAEN,Sonoma Coast Royal St Robert Pinot Noir,Raen Winery,2017,12.5,750.0,649.0,USA,Kalifornien,North Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/raen-9316701,,Pinot noir
Felton Road Cornish Point Pinot Noir,Felton Road,Felton Road Wines,2019,13.5,750.0,509.0,Nya Zeeland,Central Otago,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/felton-road-cornish-point-pinot-noir-9525401,https://product-cdn.systembolaget.se/productimages/24530838/24530838,Pinot noir
Eyrie,Pinot Noir,Eyrie Vineyards,2017,13.5,750.0,398.0,USA,Oregon,Willamette Valley,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/eyrie-9319001,,Pinot noir
Meursault Sous la Velle,Domaine Rougeot Père & Fils,Domaine Rougeot Père & Fils,2018,13.0,750.0,499.0,Frankrike,Bourgogne,Côte de Beaune,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/meursault-sous-la-velle-9549801,https://product-cdn.systembolaget.se/productimages/24531411/24531411,Chardonnay
Chablis premier Cru Montmains,Domaine Jean-Paul & Benoît Droin,Jean-Paul & Benoît Droin,2019,13.0,750.0,379.0,Frankrike,Bourgogne,Chablis,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chablis-premier-cru-montmains-9524901,,Chardonnay
Grosset Polish Hill,Riesling,Grosset Wines,2020,13.0,750.0,299.0,Australien,South Australia,Adelaide,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/grosset-polish-hill-9324601,https://product-cdn.systembolaget.se/productimages/24533493/24533493,
Dreistern Grand Cru Lieser Niederberg-Helden Spätl,Sybille Kuntz,Sybille Kuntz,2002,12.5,750.0,479.0,Tyskland,Mosel,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dreistern-grand-cru-lieser-niederberg-helden-spätl-9518901,,Riesling
Josetta Saffirio,Barolo,Josetta Saffirio,2016,14.5,750.0,309.0,Italien,Piemonte,Barolo,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, kryddig smak med fatkaraktär, inslag av jordgubbar, bergamott, sandelträ, kanel, skogshallon, nougat, pomerans och rosor.",0.0%,0.0%,83.33333333333334%,75.0%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/josetta-saffirio-9111101,https://product-cdn.systembolaget.se/productimages/24491345/24491345,Nebbiolo
Lill-Harald,,Vingården i Klagshamn,2019,14.0,750.0,280.0,Sverige,Skåne län,Malmö stad,Vitt vin,Fylligt & Smakrikt,Serveras vid 8-10°C till rätter av fisk eller ljust kött.,"Fruktig, nyanserad, mycket frisk smak med fatkaraktär, inslag av gula plommon, äpplen, nötter, kryddor, smör och citrus.",0.0%,8.333333333333332%,83.33333333333334%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/lill-harald-3536801,https://product-cdn.systembolaget.se/productimages/24526467/24526467,Solaris
Josetta Saffirio,Barolo,Josetta Saffirio,2016,14.5,750.0,309.0,Italien,Piemonte,Barolo,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, kryddig smak med fatkaraktär, inslag av jordgubbar, bergamott, sandelträ, kanel, skogshallon, nougat, pomerans och rosor.",0.0%,0.0%,83.33333333333334%,75.0%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/josetta-saffirio-9111101,https://product-cdn.systembolaget.se/productimages/24491345/24491345,Nebbiolo
Dönnhoff Felsenberg Riesling Grosses Gewächs,Weingut Dönnhoff,Weingut Hermann Dönnhoff,2018,13.0,750.0,443.0,Tyskland,Nahe,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dönnhoff-felsenberg-riesling-grosses-gewächs-9514401,https://product-cdn.systembolaget.se/productimages/24451072/24451072,Riesling
Vega Sicilia Valbuena,Vega Sicilia,Bodegas Vega Sicilia,2015,14.5,750.0,1250.0,Spanien,Kastilien-León,Ribera del Duero,Rött vin,Stramt & Nyanserat,Serveras vid cirka 18°C till rätter av mörkt kött.,"Komplex, kryddig smak med tydlig rostad fatkaraktär, inslag av mörka körsbär, kanel, choklad, korinter, tobak, plommon, kaffe och vanilj.",0.0%,0.0%,83.33333333333334%,83.33333333333334%,83.33333333333334%,https://www.systembolaget.se/produkt/vin/vega-sicilia-valbuena-9516101,https://product-cdn.systembolaget.se/productimages/24454571/24454571,Tinto fino---Merlot
Telmo Rodriguez,Molino Real,Telmo Rodriguez,2014,13.5,500.0,329.0,Spanien,Andalusien,Malaga,Vitt vin,Sött,"Serveras vid cirka 10°C till grönmögelostar, gåslever eller till desserter.","Komplex, mycket söt och frisk smak med inslag av fat, gula plommon, citronmarmelad, honung, torkade aprikoser och apelsinblommor.",0.0%,83.33333333333334%,83.33333333333334%,66.66666666666666%,0.0%,https://www.systembolaget.se/produkt/vin/telmo-rodriguez-9607702,https://product-cdn.systembolaget.se/productimages/16464090/16464090,Moscatel d'alexandrie
Barefoot,Pinot Grigio,Barefoot Cellars,,12.0,250.0,34.0,USA,,,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk eller fågel.,"Fruktig smak med inslag av gula äpplen, päron och mandarinskal.",0.0%,8.333333333333332%,66.66666666666666%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/barefoot-8244512,https://product-cdn.systembolaget.se/productimages/22172191/22172191,Pinot gris
Las Pizarras,Chardonnay,Viña Errazuriz S.A,2018,13.0,750.0,599.0,Chile,Aconcagua,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/las-pizarras-9227901,https://product-cdn.systembolaget.se/productimages/24500612/24500612,Chardonnay
Skinny Love,,Wine Mechanics,2019,11.5,750.0,265.0,EU,,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till smakrika vegetariska rätter, eller till rätter av fisk och kyckling.","Nyanserad, fruktig, påtagligt frisk smak med liten strävhet, inslag av vinteräpplen, havtorn, torkade örter, aprikos, mineral och citronskal.",0.0%,8.333333333333332%,91.66666666666666%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/skinny-love-3508101,https://sb-product-media-prod.azureedge.net/productimages/24509861/24509861,Riesling
Inkognito Unfiltered,,Vingården i Klagshamn,2018,16.0,750.0,349.0,Sverige,Skåne län,Malmö stad,Vitt vin,Fylligt & Smakrikt,Serveras vid 8-10°C till rätter av fisk eller ljust kött.,"Fruktig, nyanserad, mycket frisk smak med fatkaraktär, inslag av  gula äpplen, ananas, apelsin, marsipan, färska örter och vanilj.",0.0%,8.333333333333332%,83.33333333333334%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/inkognito-unfiltered-3508901,https://sb-product-media-prod.azureedge.net/productimages/24509934/24509934,Solaris
Tres14,,Bodegas Trapiche,2015,14.5,750.0,399.0,Argentina,Cuyo,Mendoza,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tres14-9044001,https://product-cdn.systembolaget.se/productimages/24514005/24514005,Malbec
Roda I,Bodegas Roda,Bodegas Roda,2011,14.5,500.0,299.0,Spanien,Rioja,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/roda-i-9513602,,Tempranillo---Graciano
Paracombe,Cabernet Franc,Paracombe Premium Wines,2017,14.0,750.0,199.0,Australien,South Australia,Adelaide,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- och nötkött.,"Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, mynta, hallon, ceder, choklad, viol och vanilj.",0.0%,0.0%,75.0%,75.0%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/paracombe-9223601,https://product-cdn.systembolaget.se/productimages/24525262/24525262,Cabernet franc
Rålund Drottning,Aperitif av hallon och blåbär,IDUNN Norsjö Wine & Co,,12.5,375.0,174.0,Sverige,Västerbottens län,Skellefteå kommun,Aperitif & Dessert,Smaksatta viner & fruktviner,Serveras vid cirka 15°C som aperitif.,"Bärig, mycket frisk smak med liten sötma, inslag av hallon, blåbär, blodgrapefrukt och örter.",0.0%,25.0%,0.0%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/rålund-drottning-3538502,https://product-cdn.systembolaget.se/productimages/24527112/24527112,
Alheit Magnetic North,,Alheit Vineyards,2019,14.0,750.0,569.0,Sydafrika,Western Cape,Olifants River,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/alheit-magnetic-north-9320901,,Chenin blanc
Darling Cinsault,,Natte Valleij,2018,12.0,750.0,199.0,Sydafrika,Western Cape,Coastal Region,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/darling-cinsault-9322701,,Cinsault
Kutch,Sonoma Coast Chardonnay,Kutch Wines,2019,13.0,750.0,429.0,USA,Kalifornien,North Coast,Vitt vin,Fylligt & Smakrikt,"Serveras vid 10-12°C till smakrika rätter av fisk, eller till ljust kött, eller till lättare rätter av lammkött.","Komplex, fruktig, mycket frisk smak med fatkaraktär, inslag av gula äpplen, mineral, smör, örter, mango, macadamianötter och apelsin.",0.0%,8.333333333333332%,83.33333333333334%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/kutch-9324101,https://product-cdn.systembolaget.se/productimages/24533365/24533365,Chardonnay
Barolo Ginestra,Diego Conterno,Diego Conterno,2016,15.0,750.0,499.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-ginestra-9546301,,Nebbiolo
Nervi Conterno Gattinara,Nervi,Azienda Vitivinicola Nervi,2017,14.5,750.0,499.0,Italien,Piemonte,Gattinara,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/nervi-conterno-gattinara-9557501,,Nebbiolo
Dolcetto d'Alba Dei Grassi,Elio Grasso,Elio Grasso,2019,13.5,750.0,199.0,Italien,Piemonte,Dolcetto d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dolcetto-d'alba-dei-grassi-9558101,,Dolcetto
Am Lumpen 1655,Silvaner Grosses Gewächs,Weingut Horst Sauer,2019,13.5,750.0,349.0,Tyskland,Franken,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C som aperitif, eller till rätter av fisk eller skaldjur.","Fruktig, mycket frisk smak med inslag av päron, mineral, örter, honung, gröna äpplen och lime.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/am-lumpen-1655-9327001,https://product-cdn.systembolaget.se/productimages/24534545/24534545,Silvaner
Russiz Superiore Riserva degli Orzoni,Russiz Superiore-Marco Felluga,Russiz Superiore-Marco Felluga,2013,14.0,750.0,319.0,Italien,Friuli-Venezia-Giulia,Collio,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/russiz-superiore-riserva-degli-orzoni-9559801,,
Nigl Ried Hochäcker Privat,Riesling,Wein-Gut Nigl,2019,13.5,750.0,379.0,Österrike,Niederösterreich,Kremstal,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/nigl-ried-hochäcker-privat-9330001,,Riesling
Le Lieu Dit,Domaine des Bosquets,Domaine des Bosquets,2018,15.0,750.0,399.0,Frankrike,Rhonedalen,Gigondas,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-lieu-dit-9332101,,Grenache
Xi-Ro,Domaine Ligas,Domaine Ligas,2018,13.0,750.0,229.0,Grekland,Makedonien,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/xi-ro-9332201,,Xynomavro
Clos Nostre Senyor,Gran Reserva,Cava Mestres,2010,12.0,750.0,329.0,Spanien,Cava,,Mousserande vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/clos-nostre-senyor-9295901,,Xarel-lo---Macabeo---Parellada
Wehlener Sonnenuhr Riesling Auslese,Weingut Schloss Lieser,Schloss Lieser,2018,7.0,750.0,358.0,Tyskland,Mosel,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/wehlener-sonnenuhr-riesling-auslese-9523101,,Riesling
Wine Mechanics,Gimme Gimme Gimme Riesling,Wine Mechanics,2019,12.5,750.0,229.0,EU,,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk och skaldjur, eller till sallader.","Fruktig, mycket frisk smak med inslag av gula äpplen, mineral, honung, ananas, örter och citron.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/wine-mechanics-3324301,https://product-cdn.systembolaget.se/productimages/15478780/15478780,Riesling
Chivite,Colección 125 Blanco,Chivite,2016,14.0,750.0,349.0,Spanien,Navarra,,Vitt vin,Fylligt & Smakrikt,"Serveras vid 10-12°C till rätter av fågel-, fläsk- eller lammkött.","Nyanserad, fruktig, mycket frisk smak med tydlig fatkaraktär, inslag av gula plommon, hasselnötter, smör, kardemumma, vanilj och grapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,58.333333333333336%,0.0%,https://www.systembolaget.se/produkt/vin/chivite-9278401,https://product-cdn.systembolaget.se/productimages/24400122/24400122,
Paolo Bea,Pipparello,Paolo Bea,2012,15.0,750.0,649.0,Italien,Umbrien,Montefalco,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/paolo-bea-9004401,,Sangiovese---Sagrantino
Skumpa,Ice Pear,Lively Wines Sweden AB,,7.0,750.0,69.0,Italien,,,Mousserande vin,Övrigt,Serveras vid 6-8°C som sällskapsdryck.,"Mycket fruktig smak med liten sötma, inslag av päron, vita blommor, honungsmelon och citrus.",0.0%,25.0%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/skumpa-795101,https://product-cdn.systembolaget.se/productimages/24565480/24565480,
Nervi Conterno Gattinara,,Azienda Vitivinicola Nervi,2016,14.0,750.0,499.0,Italien,Piemonte,Gattinara,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/nervi-conterno-gattinara-9239701,https://sb-product-media-prod.azureedge.net/productimages/24479964/24479964,Nebbiolo
Arilds Vingård,Glögg Chili,Arilds vingård,,11.0,500.0,88.0,Sverige,Skåne län,Höganäs kommun,Aperitif & Dessert,Glögg och Glühwein,Serveras vid värmd eller kyld som sällskapsdryck.,"Kryddig smak med sötma och liten hetta, inslag av chili, röda bär, kryddnejlika, kardemumma, kanel och pomerans.",0.0%,58.333333333333336%,0.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/arilds-vingård-3253602,https://product-cdn.systembolaget.se/productimages/7237339/7237339,
3 Amigos,,Vinival,2018,13.0,750.0,65.0,Spanien,Valencia,,Rött vin,Fruktigt & Smakrikt,"Serveras vid 16-18°C till grillade rätter av fläsk- eller lammkött, eller till vegetariska rätter.","Mycket fruktig, ungdomlig smak med inslag av körsbär, färska örter, blåbär och hallon.",0.0%,0.0%,75.0%,50.0%,50.0%,https://www.systembolaget.se/produkt/vin/3-amigos-269101,https://product-cdn.systembolaget.se/productimages/10662047/10662047,Monastrell---Garnacha---Tempranillo
CHILL OUT Organic,Riesling Germany,Altia,2018,12.0,750.0,79.0,Tyskland,Rheinhessen,,Vitt vin,Friskt & Fruktigt,Serveras vid cirka 8°C till rätter av fisk och skaldjur.,"Ungdomlig, fruktig, mycket frisk smak med inslag av gröna äpplen, färska örter, ananas och citron.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/chill-out-organic-210401,https://product-cdn.systembolaget.se/productimages/1069865/1069865,Riesling
Aldo Viola,Saignee,Aldo Viola,2017,12.0,750.0,199.0,Italien,Sicilien,Terre Siciliane,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/aldo-viola-3506101,https://sb-product-media-prod.azureedge.net/productimages/24499919/24499919,Syrah---Nerello mascalese
DeBortoli,The Estate Vineyard Chardonnay,De Bortoli Wines Pty Ltd,2019,13.0,750.0,149.0,Australien,Victoria,Port Phillip,Vitt vin,Fylligt & Smakrikt,Serveras vid 8-10°C till rätter av fisk eller ljust kött.,"Mycket fruktig smak med inslag av fat, päron, vit persika, marsipan, ananas och lime.",0.0%,8.333333333333332%,75.0%,50.0%,0.0%,https://www.systembolaget.se/produkt/vin/debortoli-9200601,https://product-cdn.systembolaget.se/productimages/24500260/24500260,Chardonnay
Clos de la Dioterie,,Charles Joguet,2017,13.5,750.0,449.0,Frankrike,Loiredalen,Touraine,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/clos-de-la-dioterie-9227801,https://sb-product-media-prod.azureedge.net/productimages/24500611/24500611,Cabernet franc
Don Gonzalo Oloroso VOS,Valdespino,Valdespino,,21.0,375.0,229.0,Spanien,Andalusien,Jerez,Aperitif & Dessert,Sherry & Montilla,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/don-gonzalo-oloroso-vos-9122602,https://product-cdn.systembolaget.se/productimages/24522194/24522194,
Palo Cortado Viejo C.P,Valdespino,Valdespino,,20.0,750.0,389.0,Spanien,Andalusien,Jerez,Aperitif & Dessert,Sherry & Montilla,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/palo-cortado-viejo-c.p-9124501,https://product-cdn.systembolaget.se/productimages/24522228/24522228,
Balhannah Vineyard,Shiraz,Shaw and Smith,2017,13.0,750.0,479.0,Australien,South Australia,Adelaide,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/balhannah-vineyard-9205301,https://product-cdn.systembolaget.se/productimages/24530419/24530419,Shiraz
Lenswood Vineyard,Pinot Noir,Shaw and Smith,2018,13.0,750.0,479.0,Australien,South Australia,Adelaide,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/lenswood-vineyard-9205801,https://product-cdn.systembolaget.se/productimages/24530420/24530420,Pinot noir
Felton Road Bannockburn Chardonnay,Felton Road,Felton Road Wines,2019,13.5,750.0,339.0,Nya Zeeland,Central Otago,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/felton-road-bannockburn-chardonnay-9500501,https://product-cdn.systembolaget.se/productimages/24530818/24530818,Chardonnay
Casa Das Maquinas,,Quinta do Vale Meao,2017,13.5,750.0,339.0,Portugal,Douro,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/casa-das-maquinas-9269501,,Touriga franca---Tinta barroca
Chablis Grand Cru Les Clos,Domaine Billaud-Simon,Domaine Billaud-Simon,2018,13.0,750.0,769.0,Frankrike,Bourgogne,Chablis,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chablis-grand-cru-les-clos-9547901,,Chardonnay
